AdmissionNo,Total_Fees,Total_Fee_Paid,Discount_Concession,Total_Due,academic_year_id
16973,10500,10500,0,0,1
17131,10500,10500,0,0,1
17096,10500,10500,0,0,1
17130,10500,10500,0,0,1
17140,10500,10500,0,0,1
17085,10500,10500,0,0,1
17158,10500,5250,0,5250,1
17159,10500,10500,0,0,1
17160,10500,10500,0,0,1
17163,10500,10500,0,0,1
16922,24200,24200,0,0,1
17103,24200,24200,0,0,1
16938,24200,24200,0,0,1
16921,24200,23700,500,0,1
17093,24200,24200,0,0,1
17078,24200,24200,0,0,1
16919,24200,24200,0,0,1
16969,24200,18150,6050,0,1
16966,24200,24200,0,0,1
17002,24200,18150,0,6050,1
16934,24200,24200,0,0,1
16979,24200,24200,0,0,1
16923,24200,24200,0,0,1
16986,24200,24200,0,0,1
17118,24200,24200,0,0,1
17083,24200,24200,0,0,1
16942,24200,24200,0,0,1
17048,24200,24200,0,0,1
16463,24200,24200,0,0,1
17075,24200,24200,0,0,1
17073,24200,24200,0,0,1
16997,24200,24200,0,0,1
17036,24200,24200,0,0,1
17099,24200,24200,0,0,1
16926,24200,12100,12100,0,1
17146,24200,24200,0,0,1
17148,24200,24200,0,0,1
16920,24200,24200,0,0,1
16932,24200,24200,0,0,1
16918,24200,24200,0,0,1
16913,24200,24200,0,0,1
16987,24200,24200,0,0,1
16965,24200,24200,0,0,1
16912,24200,24200,0,0,1
16968,24200,24200,0,0,1
17126,24200,18150,6050,0,1
16924,24200,24200,0,0,1
16998,24200,24200,0,0,1
17022,24200,24200,0,0,1
16962,24200,24200,0,0,1
17001,24200,24200,0,0,1
16961,24200,24200,0,0,1
17105,24200,24200,0,0,1
17080,24200,24200,0,0,1
16994,24200,24200,0,0,1
17049,24200,24200,0,0,1
16977,24200,24200,0,0,1
17004,24200,24200,0,0,1
16996,24200,24200,0,0,1
17057,24200,24200,0,0,1
17005,24200,24200,0,0,1
17047,24200,24200,0,0,1
16929,24200,24200,0,0,1
16917,24200,18150,6050,0,1
16914,24200,24200,0,0,1
16925,24200,24200,0,0,1
16915,24200,24200,0,0,1
16984,24200,12100,12100,0,1
17114,24200,24200,0,0,1
16963,24200,24200,0,0,1
16939,24200,24200,0,0,1
17000,24200,24200,0,0,1
17003,24200,24200,0,0,1
16951,24200,24200,0,0,1
17106,24200,24200,0,0,1
16985,24200,23700,500,0,1
16958,24200,24200,0,0,1
16940,24200,24200,0,0,1
16943,24200,24200,0,0,1
17133,24200,24200,0,0,1
17136,24200,24200,0,0,1
17153,24200,24200,0,0,1
17154,24200,24200,0,0,1
17164,24200,24200,0,0,1
16775,24200,24200,0,0,1
16637,24200,18150,6050,0,1
16750,24200,24200,0,0,1
16689,24200,24200,0,0,1
16930,24200,24200,0,0,1
16639,24200,24200,0,0,1
17109,24200,24200,0,0,1
17074,24200,24200,0,0,1
16981,24200,24200,0,0,1
17089,24200,24200,0,0,1
16675,24200,24200,0,0,1
17016,24200,24200,0,0,1
16866,24200,24200,0,0,1
16681,24200,24200,0,0,1
16667,24200,24200,0,0,1
16648,24200,24200,0,0,1
16652,24200,24200,0,0,1
17008,24200,24200,0,0,1
16867,24200,24200,0,0,1
16710,24200,24200,0,0,1
16685,24200,24200,0,0,1
17009,24200,24200,0,0,1
17082,24200,24200,0,0,1
16654,24200,18150,6050,0,1
16820,24200,24200,0,0,1
16991,24200,24200,0,0,1
16671,24200,24200,0,0,1
16698,24200,24200,0,0,1
17155,24200,24200,0,0,1
16663,24200,24200,0,0,1
16662,24200,24200,0,0,1
16655,24200,24200,0,0,1
16670,24200,24200,0,0,1
16711,24200,24200,0,0,1
16715,24200,24200,0,0,1
16638,24200,24200,0,0,1
16677,24200,24200,0,0,1
16691,24200,24200,0,0,1
16869,24200,24200,0,0,1
16786,24200,24200,0,0,1
16687,24200,24200,0,0,1
16790,24200,24200,0,0,1
16804,24200,24200,0,0,1
16949,24200,24200,0,0,1
16831,24200,24200,0,0,1
16967,24200,23700,500,0,1
16899,24200,24200,0,0,1
16679,24200,24200,0,0,1
16647,24200,24200,0,0,1
16812,24200,24200,0,0,1
16743,24200,24200,0,0,1
16907,24200,24200,0,0,1
16640,24200,24200,0,0,1
17046,24200,24200,0,0,1
16729,24200,24200,0,0,1
16644,24200,24200,0,0,1
16770,24200,24200,0,0,1
17006,24200,24200,0,0,1
16768,24200,24200,0,0,1
16721,24200,24200,0,0,1
16646,24200,24200,0,0,1
16959,24200,24200,0,0,1
16669,24200,24200,0,0,1
16903,24200,18150,0,6050,1
16931,24200,24200,0,0,1
16653,24200,24200,0,0,1
16794,24200,24200,0,0,1
16821,24200,18150,0,6050,1
16703,24200,24200,0,0,1
16699,24200,24200,0,0,1
16947,24200,24200,0,0,1
16701,24200,24200,0,0,1
16656,24200,24200,0,0,1
16771,24200,24200,0,0,1
16673,24200,24200,0,0,1
16779,24200,23700,500,0,1
16705,24200,24200,0,0,1
16769,24200,24200,0,0,1
16641,24200,24200,0,0,1
16706,24200,24200,0,0,1
16885,24200,24200,0,0,1
16836,24200,12100,12100,0,1
16976,24200,24200,0,0,1
17068,24200,24200,0,0,1
16722,24200,24200,0,0,1
16776,24200,24200,0,0,1
16728,24200,24200,0,0,1
16740,24200,24200,0,0,1
17026,24200,24200,0,0,1
16547,29000,29000,0,0,1
16331,29000,0,0,29000,1
16365,29000,29000,0,0,1
16601,29000,29000,0,0,1
16954,29000,29000,0,0,1
16539,29000,29000,0,0,1
17086,29000,29000,0,0,1
17007,29000,29000,0,0,1
16473,29000,29000,0,0,1
16470,29000,29000,0,0,1
16946,29000,29000,0,0,1
16342,29000,29000,0,0,1
16518,29000,29000,0,0,1
17072,29000,29000,0,0,1
16643,29000,0,0,29000,1
16937,29000,29000,0,0,1
16753,29000,29000,0,0,1
16324,29000,28500,500,0,1
16636,29000,29000,0,0,1
17097,29000,29000,0,0,1
16606,29000,29000,0,0,1
17090,29000,0,0,29000,1
16631,29000,0,0,29000,1
16756,29000,29000,0,0,1
16759,29000,29000,0,0,1
16511,29000,0,0,29000,1
16936,29000,29000,0,0,1
16953,29000,29000,0,0,1
16585,29000,29000,0,0,1
16507,29000,21850,7150,0,1
16333,29000,29000,0,0,1
16758,29000,29000,0,0,1
16793,29000,29000,0,0,1
16494,29000,29000,0,0,1
16411,29000,29000,0,0,1
17138,29000,29000,0,0,1
17129,29000,0,0,29000,1
16421,29000,29000,0,0,1
16545,29000,29000,0,0,1
16944,29000,29000,0,0,1
16948,29000,29000,0,0,1
16534,29000,29000,0,0,1
16978,29000,29000,0,0,1
16350,29000,29000,0,0,1
16576,29000,21850,7150,0,1
16451,29000,29000,0,0,1
16517,29000,29000,0,0,1
16713,29000,29000,0,0,1
16409,29000,29000,0,0,1
16688,29000,29000,0,0,1
16974,29000,29000,0,0,1
16928,29000,29000,0,0,1
17050,29000,25000,4000,0,1
16471,29000,29000,0,0,1
16661,29000,29000,0,0,1
16633,29000,29000,0,0,1
16989,29000,29000,0,0,1
16565,29000,29000,0,0,1
16645,29000,29000,0,0,1
16393,29000,28500,500,0,1
17012,29000,29000,0,0,1
16533,29000,29000,0,0,1
16327,29000,29000,0,0,1
16927,29000,29000,0,0,1
17120,29000,0,0,29000,1
16586,29000,29000,0,0,1
16392,29000,29000,0,0,1
16744,29000,29000,0,0,1
16693,29000,29000,0,0,1
16487,29000,29000,0,0,1
17037,29000,29000,0,0,1
16834,29000,29000,0,0,1
17125,29000,21850,7150,0,1
16532,29000,29000,0,0,1
17119,29000,0,0,29000,1
16561,29000,29000,0,0,1
16672,29000,29000,0,0,1
16516,29000,29000,0,0,1
16807,29000,29000,0,0,1
16664,29000,29000,0,0,1
17038,29000,29000,0,0,1
16791,29000,29000,0,0,1
16334,29000,29000,0,0,1
17113,29000,29000,0,0,1
17052,29000,21850,7150,0,1
16754,29000,29000,0,0,1
16366,29000,29000,0,0,1
16612,29000,29000,0,0,1
16459,29000,29000,0,0,1
16864,29000,14700,14300,0,1
16414,29000,26000,3000,0,1
16338,29000,29000,0,0,1
16325,29000,29000,0,0,1
16323,29000,29000,0,0,1
17023,29000,29000,0,0,1
16434,29000,29000,0,0,1
16000,29000,29000,0,0,1
16980,29000,29000,0,0,1
16403,29000,29000,0,0,1
17088,29000,0,0,29000,1
16340,29000,28500,500,0,1
16598,29000,29000,0,0,1
16385,29000,29000,0,0,1
16605,29000,29000,0,0,1
16483,29000,14700,14300,0,1
16364,29000,0,0,29000,1
16551,29000,29000,0,0,1
16322,29000,29000,0,0,1
16877,29000,29000,0,0,1
16498,29000,29000,0,0,1
16762,29000,14700,14300,0,1
16335,29000,29000,0,0,1
16955,29000,29000,0,0,1
16390,29000,23000,6000,0,1
16748,29000,29000,0,0,1
16396,29000,29000,0,0,1
17079,29000,29000,0,0,1
16529,29000,29000,0,0,1
16329,29000,29000,0,0,1
17015,29000,29000,0,0,1
16349,29000,0,0,29000,1
16803,29000,29000,0,0,1
16567,29000,29000,0,0,1
16876,29000,29000,0,0,1
16530,29000,29000,0,0,1
16321,29000,29000,0,0,1
16446,29000,29000,0,0,1
16960,29000,29000,0,0,1
16538,29000,29000,0,0,1
16988,29000,29000,0,0,1
16347,29000,21850,7150,0,1
16346,29000,29000,0,0,1
16554,29000,29000,0,0,1
16838,29000,29000,0,0,1
16410,29000,29000,0,0,1
16519,29000,0,0,29000,1
16406,29000,29000,0,0,1
17121,29000,0,0,29000,1
16497,29000,29000,0,0,1
16992,29000,29000,0,0,1
16827,29000,29000,0,0,1
16361,29000,29000,0,0,1
16351,29000,29000,0,0,1
16405,29000,14700,14300,0,1
16824,29000,29000,0,0,1
16760,29000,29000,0,0,1
17058,29000,29000,0,0,1
16634,29000,29000,0,0,1
16509,29000,29000,0,0,1
16504,29000,29000,0,0,1
17091,29000,28500,500,0,1
16204,29000,29000,0,0,1
16540,29000,14700,14300,0,1
16012,29000,29000,0,0,1
16666,29000,29000,0,0,1
16716,29000,29000,0,0,1
16281,29000,29000,0,0,1
16658,29000,29000,0,0,1
16308,29000,29000,0,0,1
16513,29000,29000,0,0,1
16258,29000,29000,0,0,1
16353,29000,29000,0,0,1
16395,29000,29000,0,0,1
16683,29000,29000,0,0,1
16542,29000,29000,0,0,1
16102,29000,29000,0,0,1
16620,29000,29000,0,0,1
16500,29000,28500,500,0,1
16704,29000,29000,0,0,1
16449,29000,29000,0,0,1
16549,29000,0,0,29000,1
16268,29000,29000,0,0,1
16139,29000,29000,0,0,1
16112,29000,29000,0,0,1
16659,29000,29000,0,0,1
16128,29000,29000,0,0,1
17064,29000,29000,0,0,1
16686,29000,29000,0,0,1
16283,29000,29000,0,0,1
16341,29000,29000,0,0,1
16674,29000,29000,0,0,1
17020,29000,21850,7150,0,1
16015,29000,29000,0,0,1
16344,29000,29000,0,0,1
16381,29000,29000,0,0,1
16156,29000,29000,0,0,1
16822,29000,29000,0,0,1
16262,29000,29000,0,0,1
16140,29000,0,0,29000,1
17059,29000,29000,0,0,1
16380,29000,29000,0,0,1
15835,29000,29000,0,0,1
16479,29000,29000,0,0,1
17128,29000,29000,0,0,1
16818,29000,0,0,29000,1
17071,29000,29000,0,0,1
16276,29000,29000,0,0,1
16570,29000,29000,0,0,1
16356,29000,29000,0,0,1
17039,29000,29000,0,0,1
16343,29000,29000,0,0,1
16100,29000,29000,0,0,1
17032,29000,29000,0,0,1
17132,29000,29000,0,0,1
16205,29000,29000,0,0,1
16905,29000,0,0,29000,1
16316,29000,29000,0,0,1
16374,29000,24000,5000,0,1
16107,29000,29000,0,0,1
16259,29000,29000,0,0,1
16386,29000,29000,0,0,1
16025,29000,29000,0,0,1
16300,29000,29000,0,0,1
16248,29000,29000,0,0,1
16900,29000,29000,0,0,1
16142,29000,29000,0,0,1
16190,29000,29000,0,0,1
17028,29000,29000,0,0,1
16282,29000,29000,0,0,1
16265,29000,29000,0,0,1
16354,29000,29000,0,0,1
16694,29000,29000,0,0,1
16146,29000,29000,0,0,1
16557,29000,29000,0,0,1
16855,29000,29000,0,0,1
16355,29000,0,0,29000,1
16360,29000,14700,14300,0,1
16868,29000,29000,0,0,1
16668,29000,29000,0,0,1
16376,29000,29000,0,0,1
16437,29000,29000,0,0,1
16447,29000,29000,0,0,1
17135,29000,29000,0,0,1
16424,29000,29000,0,0,1
16552,29000,29000,0,0,1
16482,29000,29000,0,0,1
16306,29000,29000,0,0,1
16560,29000,14700,0,14300,1
16179,29000,24000,5000,0,1
16422,29000,29000,0,0,1
16717,29000,29000,0,0,1
16162,29000,29000,0,0,1
16600,29000,14700,14300,0,1
16442,29000,29000,0,0,1
16400,29000,29000,0,0,1
16665,29000,0,0,29000,1
16808,29000,29000,0,0,1
16702,29000,29000,0,0,1
16682,29000,29000,0,0,1
16690,29000,29000,0,0,1
16622,29000,29000,0,0,1
16336,29000,29000,0,0,1
16200,29000,21850,7150,0,1
16370,29000,29000,0,0,1
16358,29000,29000,0,0,1
17084,29000,29000,0,0,1
16379,29000,29000,0,0,1
16719,29000,29000,0,0,1
16833,29000,29000,0,0,1
16299,29000,29000,0,0,1
16148,29000,29000,0,0,1
16337,29000,29000,0,0,1
17060,29000,28500,500,0,1
16660,29000,29000,0,0,1
17147,29000,29000,0,0,1
16298,29000,29000,0,0,1
16034,30100,30100,0,0,1
16020,30100,30100,0,0,1
15979,30100,30100,0,0,1
15830,30100,30100,0,0,1
15711,30100,29600,500,0,1
16135,30100,30100,0,0,1
16550,30100,30100,0,0,1
16138,30100,30100,0,0,1
16888,30100,27100,3000,0,1
16016,30100,30100,0,0,1
16003,30100,30100,0,0,1
16389,30100,30100,0,0,1
15793,30100,30100,0,0,1
15946,30100,30100,0,0,1
16047,30100,30100,0,0,1
16789,30100,30100,0,0,1
16218,30100,30100,0,0,1
16127,30100,30100,0,0,1
16028,30100,30100,0,0,1
16373,30100,30100,0,0,1
16429,30100,30100,0,0,1
16418,30100,30100,0,0,1
16317,30100,22675,7425,0,1
16501,30100,30100,0,0,1
15911,30100,30100,0,0,1
15855,30100,30100,0,0,1
16269,30100,30100,0,0,1
16233,30100,30100,0,0,1
16273,30100,30100,0,0,1
17100,30100,30100,0,0,1
16010,30100,30100,0,0,1
15825,30100,30100,0,0,1
16730,30100,30100,0,0,1
16731,30100,30100,0,0,1
17027,30100,30100,0,0,1
16492,30100,30100,0,0,1
16587,30100,29600,500,0,1
16063,30100,30100,0,0,1
16795,30100,30100,0,0,1
16009,30100,30100,0,0,1
16889,30100,30100,0,0,1
16774,30100,30100,0,0,1
15924,30100,30100,0,0,1
16884,30100,30100,0,0,1
16143,30100,22675,7425,0,1
16757,30100,30100,0,0,1
16404,30100,30100,0,0,1
16763,30100,30100,0,0,1
16035,30100,30100,0,0,1
16290,30100,30100,0,0,1
15992,30100,30100,0,0,1
16314,30100,30100,0,0,1
16458,30100,30100,0,0,1
17031,30100,30100,0,0,1
16005,30100,30100,0,0,1
16160,30100,30100,0,0,1
16134,30100,30100,0,0,1
16469,30100,30100,0,0,1
16433,30100,30100,0,0,1
16295,30100,22675,7425,0,1
16480,30100,30100,0,0,1
16224,30100,30100,0,0,1
16990,30100,30100,0,0,1
15868,30100,30100,0,0,1
15943,30100,30100,0,0,1
16520,30100,30100,0,0,1
15864,30100,30100,0,0,1
16026,30100,27100,3000,0,1
15999,30100,30100,0,0,1
16491,30100,30100,0,0,1
16787,30100,30100,0,0,1
16609,30100,30100,0,0,1
16842,30100,30100,0,0,1
16805,30100,30100,0,0,1
16017,30100,30100,0,0,1
16189,30100,30100,0,0,1
16816,30100,30100,0,0,1
16303,30100,30100,0,0,1
16941,30100,30100,0,0,1
16983,30100,30100,0,0,1
16882,30100,30100,0,0,1
16590,30100,30100,0,0,1
16369,30100,30100,0,0,1
15863,30100,30100,0,0,1
16813,30100,30100,0,0,1
16614,30100,15250,14850,0,1
16159,30100,30100,0,0,1
16783,30100,26100,4000,0,1
16723,30100,30100,0,0,1
16014,30100,30100,0,0,1
16383,30100,30100,0,0,1
16465,30100,30100,0,0,1
16307,30100,30100,0,0,1
15850,30100,27100,3000,0,1
17044,30100,30100,0,0,1
16799,30100,30100,0,0,1
15655,30100,30100,0,0,1
16296,30100,30100,0,0,1
16099,30100,30100,0,0,1
16013,30100,30100,0,0,1
16255,30100,30100,0,0,1
16798,30100,30100,0,0,1
16563,30100,30100,0,0,1
15782,30100,30100,0,0,1
16030,30100,30100,0,0,1
16297,30100,30100,0,0,1
16184,30100,22675,7425,0,1
16027,30100,30100,0,0,1
16267,30100,30100,0,0,1
16525,30100,30100,0,0,1
17043,30100,30100,0,0,1
15967,30100,30100,0,0,1
15923,30100,22675,7425,0,1
16193,30100,22675,7425,0,1
16714,30100,30100,0,0,1
16023,30100,30100,0,0,1
16286,30100,30100,0,0,1
15918,30100,30100,0,0,1
15847,30100,30100,0,0,1
16453,30100,30100,0,0,1
16746,30100,30100,0,0,1
16737,30100,30100,0,0,1
16445,30100,30100,0,0,1
15854,30100,30100,0,0,1
15980,30100,22675,7425,0,1
16256,30100,30100,0,0,1
16043,30100,30100,0,0,1
16024,30100,27100,3000,0,1
16735,30100,30100,0,0,1
15894,30100,30100,0,0,1
16285,30100,30100,0,0,1
16828,30100,30100,0,0,1
16556,30100,30100,0,0,1
16388,30100,30100,0,0,1
16617,30100,30100,0,0,1
16749,30100,30100,0,0,1
15866,30100,30100,0,0,1
16106,30100,30100,0,0,1
15917,30100,30100,0,0,1
15944,30100,30100,0,0,1
16559,30100,30100,0,0,1
16246,30100,30100,0,0,1
16732,30100,30100,0,0,1
16632,30100,30100,0,0,1
16277,30100,30100,0,0,1
16284,30100,30100,0,0,1
16616,30100,30100,0,0,1
15824,30100,30100,0,0,1
16595,30100,30100,0,0,1
17092,30100,30100,0,0,1
16105,30100,29600,500,0,1
16236,30100,30100,0,0,1
16235,30100,30100,0,0,1
16489,30100,30100,0,0,1
15889,30100,30100,0,0,1
15828,30100,30100,0,0,1
17051,30100,30100,0,0,1
16811,30100,30100,0,0,1
15542,30100,30100,0,0,1
16720,30100,30100,0,0,1
15660,30100,29600,500,0,1
15549,30100,30100,0,0,1
16120,30100,30100,0,0,1
16873,30100,30100,0,0,1
16544,30100,30100,0,0,1
15788,30100,25100,5000,0,1
17104,30100,30100,0,0,1
16157,30100,30100,0,0,1
15790,30100,30100,0,0,1
16181,30100,30100,0,0,1
16733,30100,30100,0,0,1
16553,30100,30100,0,0,1
16707,30100,30100,0,0,1
15826,30100,30100,0,0,1
15666,30100,30100,0,0,1
16548,30100,30100,0,0,1
16263,30100,22675,7425,0,1
16475,30100,30100,0,0,1
16555,30100,30100,0,0,1
17065,30100,30100,0,0,1
15811,30100,30100,0,0,1
15932,30100,15250,14850,0,1
17025,30100,30100,0,0,1
15762,30100,30100,0,0,1
15888,30100,30100,0,0,1
17098,30100,22675,0,7425,1
15942,30100,30100,0,0,1
17101,30100,30100,0,0,1
15960,30100,30100,0,0,1
16604,30100,30100,0,0,1
16415,30100,30100,0,0,1
15787,30100,30100,0,0,1
16070,30100,29600,500,0,1
15858,30100,30100,0,0,1
15817,30100,30100,0,0,1
16368,30100,30100,0,0,1
16825,30100,30100,0,0,1
16243,30100,0,0,30100,1
17021,30100,30100,0,0,1
16472,30100,30100,0,0,1
15781,30100,30100,0,0,1
16163,30100,27600,2500,0,1
16095,30100,30100,0,0,1
16147,30100,30100,0,0,1
15639,30100,30100,0,0,1
15744,30100,15250,14850,0,1
16995,30100,30100,0,0,1
16266,30100,30100,0,0,1
15801,30100,30100,0,0,1
15632,30100,30100,0,0,1
17067,30100,30100,0,0,1
15780,30100,27100,3000,0,1
15734,30100,30100,0,0,1
16104,30100,30100,0,0,1
15840,30100,15250,14850,0,1
16211,30100,30100,0,0,1
15690,30100,30100,0,0,1
16167,30100,30100,0,0,1
17063,30100,30100,0,0,1
16220,30100,30100,0,0,1
16397,30100,30100,0,0,1
16878,30100,30100,0,0,1
16195,30100,30100,0,0,1
15844,30100,30100,0,0,1
15610,30100,30100,0,0,1
15823,30100,30100,0,0,1
15684,30100,30100,0,0,1
15758,30100,30100,0,0,1
16569,30100,30100,0,0,1
16040,30100,30100,0,0,1
16613,30100,22100,8000,0,1
17041,30100,30100,0,0,1
15764,30100,30100,0,0,1
15609,30100,30100,0,0,1
16164,30100,30100,0,0,1
15818,30100,30100,0,0,1
15751,30100,30100,0,0,1
15874,30100,30100,0,0,1
17108,30100,30100,0,0,1
16145,30100,30100,0,0,1
15797,30100,30100,0,0,1
15749,30100,30100,0,0,1
17116,30100,30100,0,0,1
16887,30100,26600,3500,0,1
16152,30100,30100,0,0,1
16741,30100,30100,0,0,1
15926,30100,30100,0,0,1
15810,30100,30100,0,0,1
16229,30100,30100,0,0,1
16975,30100,15250,14850,0,1
16209,30100,30100,0,0,1
16260,30100,30100,0,0,1
16089,30100,30100,0,0,1
15512,30100,22675,7425,0,1
15915,30100,24100,6000,0,1
15637,30100,30100,0,0,1
16837,30100,30100,0,0,1
15929,30100,30100,0,0,1
15750,30100,30100,0,0,1
15819,30100,30100,0,0,1
15746,30100,15250,14850,0,1
15755,30100,30100,0,0,1
15699,30100,30100,0,0,1
16187,30100,30100,0,0,1
17034,30100,30100,0,0,1
16443,30100,30100,0,0,1
16599,30100,15250,0,14850,1
15625,30100,22675,7425,0,1
15775,30100,27600,2500,0,1
15757,30100,30100,0,0,1
15541,30100,30100,0,0,1
15753,30100,30100,0,0,1
16797,30100,30100,0,0,1
15890,30100,30100,0,0,1
16280,30100,30100,0,0,1
16289,30100,30100,0,0,1
15893,30100,30100,0,0,1
15800,30100,30100,0,0,1
15922,30100,30100,0,0,1
16880,30100,30100,0,0,1
15558,30100,30100,0,0,1
17139,30100,30100,0,0,1
16806,31200,31200,0,0,1
15236,31200,31200,0,0,1
15945,31200,15800,15400,0,1
17087,31200,31200,0,0,1
16584,31200,31200,0,0,1
15448,31200,31200,0,0,1
16022,31200,31200,0,0,1
15498,31200,31200,0,0,1
16897,31200,31200,0,0,1
16611,31200,31200,0,0,1
15334,31200,31200,0,0,1
16508,31200,31200,0,0,1
17010,31200,31200,0,0,1
15504,31200,31200,0,0,1
15804,31200,31200,0,0,1
16216,31200,31200,0,0,1
15505,31200,31200,0,0,1
15532,31200,30700,500,0,1
15768,31200,31200,0,0,1
15507,31200,31200,0,0,1
15565,31200,31200,0,0,1
15612,31200,27200,4000,0,1
16456,31200,31200,0,0,1
16486,31200,31200,0,0,1
16531,31200,31200,0,0,1
16046,31200,31200,0,0,1
15651,31200,31200,0,0,1
15529,31200,31200,0,0,1
16192,31200,30700,500,0,1
15761,31200,31200,0,0,1
16036,31200,31200,0,0,1
16476,31200,31200,0,0,1
15593,31200,31200,0,0,1
15509,31200,31200,0,0,1
16810,31200,31200,0,0,1
16031,31200,31200,0,0,1
17024,31200,31200,0,0,1
15543,31200,31200,0,0,1
15525,31200,31200,0,0,1
15213,31200,30700,500,0,1
15831,31200,31200,0,0,1
15587,31200,31200,0,0,1
17042,31200,31200,0,0,1
15495,31200,31200,0,0,1
15938,31200,31200,0,0,1
15503,31200,31200,0,0,1
15552,31200,31200,0,0,1
15534,31200,31200,0,0,1
15233,31200,31200,0,0,1
16580,31200,31200,0,0,1
16098,31200,31200,0,0,1
15644,31200,31200,0,0,1
15648,31200,26200,5000,0,1
17095,31200,31200,0,0,1
15479,31200,15800,15400,0,1
15511,31200,23500,7700,0,1
15602,31200,23500,7700,0,1
15540,31200,31200,0,0,1
15769,31200,31200,0,0,1
15501,31200,31200,0,0,1
15617,31200,31200,0,0,1
17102,31200,31200,0,0,1
16122,31200,31200,0,0,1
15706,31200,31200,0,0,1
16607,31200,31200,0,0,1
16177,31200,31200,0,0,1
15347,31200,15800,15400,0,1
15520,31200,28200,3000,0,1
16432,31200,31200,0,0,1
15861,31200,31200,0,0,1
15544,31200,31200,0,0,1
15282,31200,31200,0,0,1
15215,31200,23500,7700,0,1
15218,31200,31200,0,0,1
15531,31200,31200,0,0,1
16802,31200,31200,0,0,1
15631,31200,23500,7700,0,1
15522,31200,31200,0,0,1
15677,31200,31200,0,0,1
15394,31200,31200,0,0,1
16481,31200,31200,0,0,1
15584,31200,28200,3000,0,1
15523,31200,31200,0,0,1
15618,31200,31200,0,0,1
16096,31200,31200,0,0,1
16528,31200,31200,0,0,1
15539,31200,31200,0,0,1
15267,31200,31200,0,0,1
15344,31200,31200,0,0,1
16537,31200,31200,0,0,1
15550,31200,31200,0,0,1
15338,31200,31200,0,0,1
15508,31200,31200,0,0,1
15569,31200,31200,0,0,1
15536,31200,31200,0,0,1
15535,31200,31200,0,0,1
15538,31200,31200,0,0,1
16444,31200,31200,0,0,1
15665,31200,31200,0,0,1
16765,31200,30700,500,0,1
16505,31200,31200,0,0,1
16574,31200,31200,0,0,1
15636,31200,31200,0,0,1
15524,31200,31200,0,0,1
15570,31200,31200,0,0,1
16608,31200,31200,0,0,1
15371,31200,31200,0,0,1
15269,31200,31200,0,0,1
16572,31200,31200,0,0,1
17151,31200,31200,0,0,1
15481,31200,31200,0,0,1
16784,31200,31200,0,0,1
15691,31200,31200,0,0,1
15771,31200,31200,0,0,1
15546,31200,28700,2500,0,1
15459,31200,15800,15400,0,1
16223,31200,31200,0,0,1
16755,31200,31200,0,0,1
16858,31200,31200,0,0,1
15537,31200,31200,0,0,1
15454,31200,15800,0,15400,1
17062,31200,31200,0,0,1
15820,31200,31200,0,0,1
16398,31200,31200,0,0,1
15562,31200,31200,0,0,1
15506,31200,31200,0,0,1
15478,31200,31200,0,0,1
15564,31200,31200,0,0,1
15526,31200,23000,8200,0,1
15533,31200,31200,0,0,1
15545,31200,31200,0,0,1
15554,31200,26200,5000,0,1
16302,31200,31200,0,0,1
15555,31200,31200,0,0,1
16121,31200,31200,0,0,1
15567,31200,31200,0,0,1
